OBJECTID,Class_Name,ALDI,ALFM,ALGS
244,Evergreen Forest to Estuarine Emergent Wetland,2,0,0
245,Evergreen Forest to Unconsolidated Shore,0,0,0
246,Evergreen Forest to Bare Land,11,17,84
247,Evergreen Forest to Water,0,0,0
248,Evergreen Forest to Palustrine Aquatic Bed,0,0,0
249,Evergreen Forest to Estuarine Aquatic Bed,0,0,0
250,Evergreen Forest to Tundra,0,0,0
251,Evergreen Forest to Snow/Ice,0,0,0
252,Mixed Forest to Unclassified,0,0,0
253,Mixed Forest to High Intensity Developed,0,0,0
254,Mixed Forest to Medium Intensity Developed,0,0,2
255,Mixed Forest to Low Intensity Developed,0,0,2
256,Mixed Forest to Developed Open Space,0,0,0
257,Mixed Forest to Cultivated,0,0,0
258,Mixed Forest to Pasture/Hay,0,4,9
259,Mixed Forest to Grassland,0,0,2
260,Mixed Forest to Deciduous Forest,0,0,0
261,Mixed Forest to Evergreen Forest,0,0,0
262,Mixed Forest to Mixed Forest,47,3,479
263,Mixed Forest to Scrub/Shrub,0,0,30
264,Mixed Forest to Palustrine Forested Wetland,0,0,1
265,Mixed Forest to Palustrine Scrub/Shrub Wetland,0,0,2
266,Mixed Forest to Palustrine Emergent Wetland,0,0,0
267,Mixed Forest to Estuarine Forested Wetland,0,0,0
268,Mixed Forest to Estuarine Scrub/Shrub Wetland,0,0,0
269,Mixed Forest to Estuarine Emergent Wetland,0,0,0
270,Mixed Forest to Unconsolidated Shore,0,0,0
271,Mixed Forest to Bare Land,0,1,2
272,Mixed Forest to Water,0,0,0
273,Mixed Forest to Palustrine Aquatic Bed,0,0,0
274,Mixed Forest to Estuarine Aquatic Bed,0,0,0
275,Mixed Forest to Tundra,0,0,0
276,Mixed Forest to Snow/Ice,0,0,0
277,Scrub/Shrub to Unclassified,0,0,0
278,Scrub/Shrub to High Intensity Developed,0,10,68
279,Scrub/Shrub to Medium Intensity Developed,0,21,285
280,Scrub/Shrub to Low Intensity Developed,0,3,338
281,Scrub/Shrub to Developed Open Space,0,0,161
282,Scrub/Shrub to Cultivated,1,1,91
283,Scrub/Shrub to Pasture/Hay,11,20,158
284,Scrub/Shrub to Grassland,81,160,981
285,Scrub/Shrub to Deciduous Forest,0,0,1
286,Scrub/Shrub to Evergreen Forest,2,1,67
287,Scrub/Shrub to Mixed Forest,1,0,0
288,Scrub/Shrub to Scrub/Shrub,4931,2186,10478
289,Scrub/Shrub to Palustrine Forested Wetland,0,288,289
290,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,2,49,14
291,Scrub/Shrub to Palustrine Emergent Wetland,0,15,2
292,Scrub/Shrub to Estuarine Forested Wetland,0,0,0
293,Scrub/Shrub to Estuarine Scrub/Shrub Wetland,0,0,0
294,Scrub/Shrub to Estuarine Emergent Wetland,1,0,0
295,Scrub/Shrub to Unconsolidated Shore,0,0,0
296,Scrub/Shrub to Bare Land,42,125,52
297,Scrub/Shrub to Water,0,0,0
298,Scrub/Shrub to Palustrine Aquatic Bed,0,0,0
299,Scrub/Shrub to Estuarine Aquatic Bed,0,0,0
300,Scrub/Shrub to Tundra,0,0,0
301,Scrub/Shrub to Snow/Ice,0,0,0
302,Palustrine Forested Wetland to Unclassified,0,0,0
303,Palustrine Forested Wetland to High Intensity Developed,0,10,25
304,Palustrine Forested Wetland to Medium Intensity Developed,0,11,191
305,Palustrine Forested Wetland to Low Intensity Developed,0,4,345
306,Palustrine Forested Wetland to Developed Open Space,0,0,73
307,Palustrine Forested Wetland to Cultivated,0,0,3
308,Palustrine Forested Wetland to Pasture/Hay,0,0,0
309,Palustrine Forested Wetland to Grassland,38,1,224
310,Palustrine Forested Wetland to Deciduous Forest,0,0,0
311,Palustrine Forested Wetland to Evergreen Forest,0,0,3
312,Palustrine Forested Wetland to Mixed Forest,0,0,3
313,Palustrine Forested Wetland to Scrub/Shrub,26,3,241
314,Palustrine Forested Wetland to Palustrine Forested Wetland,32723,6559,52045
315,Palustrine Forested Wetland to Palustrine Scrub/Shrub Wetland,273,875,3132
316,Palustrine Forested Wetland to Palustrine Emergent Wetland,77,196,260
317,Palustrine Forested Wetland to Estuarine Forested Wetland,0,0,0
318,Palustrine Forested Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
319,Palustrine Forested Wetland to Estuarine Emergent Wetland,0,0,0
320,Palustrine Forested Wetland to Unconsolidated Shore,0,0,0
321,Palustrine Forested Wetland to Bare Land,21,3,132
322,Palustrine Forested Wetland to Water,0,0,0
323,Palustrine Forested Wetland to Palustrine Aquatic Bed,0,0,3
324,Palustrine Forested Wetland to Estuarine Aquatic Bed,0,0,0
325,Palustrine Forested Wetland to Tundra,0,0,0
326,Palustrine Forested Wetland to Snow/Ice,0,0,0
327,Palustrine Scrub/Shrub Wetland to Unclassified,0,0,0
328,Palustrine Scrub/Shrub Wetland to High Intensity Developed,0,0,9
329,Palustrine Scrub/Shrub Wetland to Medium Intensity Developed,0,0,69
330,Palustrine Scrub/Shrub Wetland to Low Intensity Developed,0,0,205
331,Palustrine Scrub/Shrub Wetland to Developed Open Space,0,0,121
332,Palustrine Scrub/Shrub Wetland to Cultivated,0,0,7
333,Palustrine Scrub/Shrub Wetland to Pasture/Hay,0,0,0
334,Palustrine Scrub/Shrub Wetland to Grassland,35,0,267
335,Palustrine Scrub/Shrub Wetland to Deciduous Forest,0,0,0
336,Palustrine Scrub/Shrub Wetland to Evergreen Forest,0,0,1
337,Palustrine Scrub/Shrub Wetland to Mixed Forest,0,0,0
338,Palustrine Scrub/Shrub Wetland to Scrub/Shrub,11,2,60
339,Palustrine Scrub/Shrub Wetland to Palustrine Forested Wetland,37,47,875
340,Palustrine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,22543,1285,14460
341,Palustrine Scrub/Shrub Wetland to Palustrine Emergent Wetland,101,93,187
342,Palustrine Scrub/Shrub Wetland to Estuarine Forested Wetland,0,0,0
343,Palustrine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
344,Palustrine Scrub/Shrub Wetland to Estuarine Emergent Wetland,0,0,0
345,Palustrine Scrub/Shrub Wetland to Unconsolidated Shore,0,0,0
346,Palustrine Scrub/Shrub Wetland to Bare Land,16,0,161
347,Palustrine Scrub/Shrub Wetland to Water,0,0,0
348,Palustrine Scrub/Shrub Wetland to Palustrine Aquatic Bed,0,0,0
349,Palustrine Scrub/Shrub Wetland to Estuarine Aquatic Bed,0,0,0
350,Palustrine Scrub/Shrub Wetland to Tundra,0,0,0
351,Palustrine Scrub/Shrub Wetland to Snow/Ice,0,0,0
352,Palustrine Emergent Wetland to Unclassified,0,0,0
353,Palustrine Emergent Wetland to High Intensity Developed,0,0,4
354,Palustrine Emergent Wetland to Medium Intensity Developed,0,0,37
355,Palustrine Emergent Wetland to Low Intensity Developed,0,0,47
356,Palustrine Emergent Wetland to Developed Open Space,0,0,51
357,Palustrine Emergent Wetland to Cultivated,0,0,3
358,Palustrine Emergent Wetland to Pasture/Hay,0,0,0
359,Palustrine Emergent Wetland to Grassland,4,3,27
360,Palustrine Emergent Wetland to Deciduous Forest,0,0,0
361,Palustrine Emergent Wetland to Evergreen Forest,0,0,0
362,Palustrine Emergent Wetland to Mixed Forest,0,0,1
363,Palustrine Emergent Wetland to Scrub/Shrub,1,0,20
364,Palustrine Emergent Wetland to Palustrine Forested Wetland,21,59,180
365,Palustrine Emergent Wetland to Palustrine Scrub/Shrub Wetland,31,142,412
366,Palustrine Emergent Wetland to Palustrine Emergent Wetland,2820,772,3730
367,Palustrine Emergent Wetland to Estuarine Forested Wetland,0,0,0
368,Palustrine Emergent Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
369,Palustrine Emergent Wetland to Estuarine Emergent Wetland,0,0,0
370,Palustrine Emergent Wetland to Unconsolidated Shore,0,0,0
371,Palustrine Emergent Wetland to Bare Land,7,4,10
372,Palustrine Emergent Wetland to Water,0,0,0
373,Palustrine Emergent Wetland to Palustrine Aquatic Bed,0,0,2
374,Palustrine Emergent Wetland to Estuarine Aquatic Bed,0,0,0
375,Palustrine Emergent Wetland to Tundra,0,0,0
376,Palustrine Emergent Wetland to Snow/Ice,0,0,0
377,Estuarine Forested Wetland to Unclassified,0,0,0
378,Estuarine Forested Wetland to High Intensity Developed,0,0,0
379,Estuarine Forested Wetland to Medium Intensity Developed,0,0,0
380,Estuarine Forested Wetland to Low Intensity Developed,0,0,0
381,Estuarine Forested Wetland to Developed Open Space,0,0,0
382,Estuarine Forested Wetland to Cultivated,0,0,0
383,Estuarine Forested Wetland to Pasture/Hay,0,0,0
384,Estuarine Forested Wetland to Grassland,0,0,0
385,Estuarine Forested Wetland to Deciduous Forest,0,0,0
386,Estuarine Forested Wetland to Evergreen Forest,0,0,0
387,Estuarine Forested Wetland to Mixed Forest,0,0,0
388,Estuarine Forested Wetland to Scrub/Shrub,0,0,0
389,Estuarine Forested Wetland to Palustrine Forested Wetland,0,0,0
390,Estuarine Forested Wetland to Palustrine Scrub/Shrub Wetland,0,0,0
391,Estuarine Forested Wetland to Palustrine Emergent Wetland,0,0,0
392,Estuarine Forested Wetland to Estuarine Forested Wetland,0,0,0
393,Estuarine Forested Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
394,Estuarine Forested Wetland to Estuarine Emergent Wetland,0,0,0
395,Estuarine Forested Wetland to Unconsolidated Shore,0,0,0
396,Estuarine Forested Wetland to Bare Land,0,0,0
397,Estuarine Forested Wetland to Water,0,0,0
398,Estuarine Forested Wetland to Palustrine Aquatic Bed,0,0,0
399,Estuarine Forested Wetland to Estuarine Aquatic Bed,0,0,0
400,Estuarine Forested Wetland to Tundra,0,0,0
401,Estuarine Forested Wetland to Snow/Ice,0,0,0
402,Estuarine Scrub/Shrub Wetland to Unclassified,0,0,0
403,Estuarine Scrub/Shrub Wetland to High Intensity Developed,0,0,0
404,Estuarine Scrub/Shrub Wetland to Medium Intensity Developed,0,0,6
405,Estuarine Scrub/Shrub Wetland to Low Intensity Developed,0,0,9
406,Estuarine Scrub/Shrub Wetland to Developed Open Space,0,0,3
407,Estuarine Scrub/Shrub Wetland to Cultivated,0,0,0
408,Estuarine Scrub/Shrub Wetland to Pasture/Hay,0,0,0
409,Estuarine Scrub/Shrub Wetland to Grassland,0,0,0
410,Estuarine Scrub/Shrub Wetland to Deciduous Forest,0,0,0
411,Estuarine Scrub/Shrub Wetland to Evergreen Forest,0,0,0
412,Estuarine Scrub/Shrub Wetland to Mixed Forest,0,0,0
413,Estuarine Scrub/Shrub Wetland to Scrub/Shrub,0,0,0
414,Estuarine Scrub/Shrub Wetland to Palustrine Forested Wetland,0,0,0
415,Estuarine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,0,0,0
416,Estuarine Scrub/Shrub Wetland to Palustrine Emergent Wetland,0,0,0
417,Estuarine Scrub/Shrub Wetland to Estuarine Forested Wetland,0,0,0
418,Estuarine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,411,67,779
419,Estuarine Scrub/Shrub Wetland to Estuarine Emergent Wetland,29,17,344
420,Estuarine Scrub/Shrub Wetland to Unconsolidated Shore,0,0,0
421,Estuarine Scrub/Shrub Wetland to Bare Land,0,0,0
422,Estuarine Scrub/Shrub Wetland to Water,0,0,0
423,Estuarine Scrub/Shrub Wetland to Palustrine Aquatic Bed,0,0,0
424,Estuarine Scrub/Shrub Wetland to Estuarine Aquatic Bed,0,0,0
425,Estuarine Scrub/Shrub Wetland to Tundra,0,0,0
426,Estuarine Scrub/Shrub Wetland to Snow/Ice,0,0,0
427,Estuarine Emergent Wetland to Unclassified,0,0,0
428,Estuarine Emergent Wetland to High Intensity Developed,0,0,8
429,Estuarine Emergent Wetland to Medium Intensity Developed,0,0,31
430,Estuarine Emergent Wetland to Low Intensity Developed,0,0,86
431,Estuarine Emergent Wetland to Developed Open Space,0,0,57
432,Estuarine Emergent Wetland to Cultivated,0,0,0
433,Estuarine Emergent Wetland to Pasture/Hay,0,0,0
434,Estuarine Emergent Wetland to Grassland,0,0,0
435,Estuarine Emergent Wetland to Deciduous Forest,0,0,0
436,Estuarine Emergent Wetland to Evergreen Forest,0,0,0
437,Estuarine Emergent Wetland to Mixed Forest,0,0,0
438,Estuarine Emergent Wetland to Scrub/Shrub,0,0,0
439,Estuarine Emergent Wetland to Palustrine Forested Wetland,0,0,0
440,Estuarine Emergent Wetland to Palustrine Scrub/Shrub Wetland,0,0,0
441,Estuarine Emergent Wetland to Palustrine Emergent Wetland,0,0,0
442,Estuarine Emergent Wetland to Estuarine Forested Wetland,0,0,0
443,Estuarine Emergent Wetland to Estuarine Scrub/Shrub Wetland,110,33,37
444,Estuarine Emergent Wetland to Estuarine Emergent Wetland,35768,8832,12794
445,Estuarine Emergent Wetland to Unconsolidated Shore,0,0,0
446,Estuarine Emergent Wetland to Bare Land,0,0,0
447,Estuarine Emergent Wetland to Water,0,0,0
448,Estuarine Emergent Wetland to Palustrine Aquatic Bed,0,0,0
449,Estuarine Emergent Wetland to Estuarine Aquatic Bed,0,0,0
450,Estuarine Emergent Wetland to Tundra,0,0,0
451,Estuarine Emergent Wetland to Snow/Ice,0,0,0
452,Unconsolidated Shore to Unclassified,0,0,0
453,Unconsolidated Shore to High Intensity Developed,0,0,11
454,Unconsolidated Shore to Medium Intensity Developed,0,0,60
455,Unconsolidated Shore to Low Intensity Developed,0,0,36
456,Unconsolidated Shore to Developed Open Space,0,0,18
457,Unconsolidated Shore to Cultivated,0,0,0
458,Unconsolidated Shore to Pasture/Hay,0,0,0
459,Unconsolidated Shore to Grassland,0,0,0
460,Unconsolidated Shore to Deciduous Forest,0,0,0
461,Unconsolidated Shore to Evergreen Forest,0,0,0
462,Unconsolidated Shore to Mixed Forest,0,0,0
463,Unconsolidated Shore to Scrub/Shrub,0,0,0
464,Unconsolidated Shore to Palustrine Forested Wetland,0,0,0
465,Unconsolidated Shore to Palustrine Scrub/Shrub Wetland,0,0,0
466,Unconsolidated Shore to Palustrine Emergent Wetland,0,0,0
467,Unconsolidated Shore to Estuarine Forested Wetland,0,0,0
468,Unconsolidated Shore to Estuarine Scrub/Shrub Wetland,0,0,0
469,Unconsolidated Shore to Estuarine Emergent Wetland,0,0,0
470,Unconsolidated Shore to Unconsolidated Shore,1893,753,3479
471,Unconsolidated Shore to Bare Land,0,0,0
472,Unconsolidated Shore to Water,0,0,0
473,Unconsolidated Shore to Palustrine Aquatic Bed,0,0,0
474,Unconsolidated Shore to Estuarine Aquatic Bed,0,0,0
475,Unconsolidated Shore to Tundra,0,0,0
476,Unconsolidated Shore to Snow/Ice,0,0,0
477,Bare Land to Unclassified,0,0,0
478,Bare Land to High Intensity Developed,1,7,42
479,Bare Land to Medium Intensity Developed,1,8,234
480,Bare Land to Low Intensity Developed,0,0,158
481,Bare Land to Developed Open Space,0,0,31
482,Bare Land to Cultivated,0,0,66
483,Bare Land to Pasture/Hay,33,21,144
484,Bare Land to Grassland,82,32,242
485,Bare Land to Deciduous Forest,0,0,0
