OBJECTID,Class_Name,ALDI,ALFM,ALGS
244,Evergreen Forest to Estuarine Emergent Wetland,0,0,0
245,Evergreen Forest to Unconsolidated Shore,0,0,0
246,Evergreen Forest to Bare Land,30,15,161
247,Evergreen Forest to Water,0,0,9
248,Evergreen Forest to Palustrine Aquatic Bed,0,0,0
249,Evergreen Forest to Estuarine Aquatic Bed,0,0,0
250,Evergreen Forest to Tundra,0,0,0
251,Evergreen Forest to Snow/Ice,0,0,0
252,Mixed Forest to Unclassified,0,0,0
253,Mixed Forest to High Intensity Developed,0,0,0
254,Mixed Forest to Medium Intensity Developed,0,0,0
255,Mixed Forest to Low Intensity Developed,0,0,1
256,Mixed Forest to Developed Open Space,0,0,1
257,Mixed Forest to Cultivated,0,0,0
258,Mixed Forest to Pasture/Hay,0,0,0
259,Mixed Forest to Grassland,0,0,14
260,Mixed Forest to Deciduous Forest,0,0,0
261,Mixed Forest to Evergreen Forest,0,0,0
262,Mixed Forest to Mixed Forest,48,3,466
263,Mixed Forest to Scrub/Shrub,0,0,6
264,Mixed Forest to Palustrine Forested Wetland,0,0,0
265,Mixed Forest to Palustrine Scrub/Shrub Wetland,0,0,0
266,Mixed Forest to Palustrine Emergent Wetland,0,0,0
267,Mixed Forest to Estuarine Forested Wetland,0,0,0
268,Mixed Forest to Estuarine Scrub/Shrub Wetland,0,0,0
269,Mixed Forest to Estuarine Emergent Wetland,0,0,0
270,Mixed Forest to Unconsolidated Shore,0,0,0
271,Mixed Forest to Bare Land,0,0,0
272,Mixed Forest to Water,0,0,0
273,Mixed Forest to Palustrine Aquatic Bed,0,0,0
274,Mixed Forest to Estuarine Aquatic Bed,0,0,0
275,Mixed Forest to Tundra,0,0,0
276,Mixed Forest to Snow/Ice,0,0,0
277,Scrub/Shrub to Unclassified,0,0,0
278,Scrub/Shrub to High Intensity Developed,1,0,13
279,Scrub/Shrub to Medium Intensity Developed,3,0,137
280,Scrub/Shrub to Low Intensity Developed,3,7,388
281,Scrub/Shrub to Developed Open Space,20,5,529
282,Scrub/Shrub to Cultivated,0,0,0
283,Scrub/Shrub to Pasture/Hay,38,0,0
284,Scrub/Shrub to Grassland,136,0,839
285,Scrub/Shrub to Deciduous Forest,0,0,55
286,Scrub/Shrub to Evergreen Forest,246,1,4479
287,Scrub/Shrub to Mixed Forest,4,0,17
288,Scrub/Shrub to Scrub/Shrub,5050,2675,20708
289,Scrub/Shrub to Palustrine Forested Wetland,0,0,0
290,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,0,0,0
291,Scrub/Shrub to Palustrine Emergent Wetland,0,1,0
292,Scrub/Shrub to Estuarine Forested Wetland,0,0,0
293,Scrub/Shrub to Estuarine Scrub/Shrub Wetland,0,0,0
294,Scrub/Shrub to Estuarine Emergent Wetland,0,0,0
295,Scrub/Shrub to Unconsolidated Shore,0,0,0
296,Scrub/Shrub to Bare Land,15,3,60
297,Scrub/Shrub to Water,2,0,9
298,Scrub/Shrub to Palustrine Aquatic Bed,0,0,0
299,Scrub/Shrub to Estuarine Aquatic Bed,0,0,0
300,Scrub/Shrub to Tundra,0,0,0
301,Scrub/Shrub to Snow/Ice,0,0,0
302,Palustrine Forested Wetland to Unclassified,0,0,0
303,Palustrine Forested Wetland to High Intensity Developed,0,0,9
304,Palustrine Forested Wetland to Medium Intensity Developed,0,2,95
305,Palustrine Forested Wetland to Low Intensity Developed,2,6,236
306,Palustrine Forested Wetland to Developed Open Space,3,5,123
307,Palustrine Forested Wetland to Cultivated,0,0,0
308,Palustrine Forested Wetland to Pasture/Hay,2,0,0
309,Palustrine Forested Wetland to Grassland,0,0,0
310,Palustrine Forested Wetland to Deciduous Forest,0,0,0
311,Palustrine Forested Wetland to Evergreen Forest,0,0,0
312,Palustrine Forested Wetland to Mixed Forest,0,0,0
313,Palustrine Forested Wetland to Scrub/Shrub,0,0,8
314,Palustrine Forested Wetland to Palustrine Forested Wetland,31762,7954,54831
315,Palustrine Forested Wetland to Palustrine Scrub/Shrub Wetland,807,36,540
316,Palustrine Forested Wetland to Palustrine Emergent Wetland,191,5,565
317,Palustrine Forested Wetland to Estuarine Forested Wetland,0,0,0
318,Palustrine Forested Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
319,Palustrine Forested Wetland to Estuarine Emergent Wetland,0,0,0
320,Palustrine Forested Wetland to Unconsolidated Shore,0,0,0
321,Palustrine Forested Wetland to Bare Land,15,4,37
322,Palustrine Forested Wetland to Water,0,0,0
323,Palustrine Forested Wetland to Palustrine Aquatic Bed,0,0,0
324,Palustrine Forested Wetland to Estuarine Aquatic Bed,0,0,0
325,Palustrine Forested Wetland to Tundra,0,0,0
326,Palustrine Forested Wetland to Snow/Ice,0,0,0
327,Palustrine Scrub/Shrub Wetland to Unclassified,0,0,0
328,Palustrine Scrub/Shrub Wetland to High Intensity Developed,0,0,7
329,Palustrine Scrub/Shrub Wetland to Medium Intensity Developed,3,0,86
330,Palustrine Scrub/Shrub Wetland to Low Intensity Developed,1,0,133
331,Palustrine Scrub/Shrub Wetland to Developed Open Space,11,0,216
332,Palustrine Scrub/Shrub Wetland to Cultivated,0,0,0
333,Palustrine Scrub/Shrub Wetland to Pasture/Hay,37,0,0
334,Palustrine Scrub/Shrub Wetland to Grassland,1,0,0
335,Palustrine Scrub/Shrub Wetland to Deciduous Forest,0,0,0
336,Palustrine Scrub/Shrub Wetland to Evergreen Forest,0,0,3
337,Palustrine Scrub/Shrub Wetland to Mixed Forest,0,0,0
338,Palustrine Scrub/Shrub Wetland to Scrub/Shrub,0,0,3
339,Palustrine Scrub/Shrub Wetland to Palustrine Forested Wetland,984,0,613
340,Palustrine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,21508,2597,17092
341,Palustrine Scrub/Shrub Wetland to Palustrine Emergent Wetland,322,2,447
342,Palustrine Scrub/Shrub Wetland to Estuarine Forested Wetland,0,0,0
343,Palustrine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
344,Palustrine Scrub/Shrub Wetland to Estuarine Emergent Wetland,0,0,0
345,Palustrine Scrub/Shrub Wetland to Unconsolidated Shore,0,0,0
346,Palustrine Scrub/Shrub Wetland to Bare Land,21,0,34
347,Palustrine Scrub/Shrub Wetland to Water,0,0,2
348,Palustrine Scrub/Shrub Wetland to Palustrine Aquatic Bed,0,0,0
349,Palustrine Scrub/Shrub Wetland to Estuarine Aquatic Bed,0,0,0
350,Palustrine Scrub/Shrub Wetland to Tundra,0,0,0
351,Palustrine Scrub/Shrub Wetland to Snow/Ice,0,0,0
352,Palustrine Emergent Wetland to Unclassified,0,0,0
353,Palustrine Emergent Wetland to High Intensity Developed,0,0,0
354,Palustrine Emergent Wetland to Medium Intensity Developed,1,0,24
355,Palustrine Emergent Wetland to Low Intensity Developed,2,0,30
356,Palustrine Emergent Wetland to Developed Open Space,0,0,67
357,Palustrine Emergent Wetland to Cultivated,0,0,0
358,Palustrine Emergent Wetland to Pasture/Hay,0,0,0
359,Palustrine Emergent Wetland to Grassland,0,0,0
360,Palustrine Emergent Wetland to Deciduous Forest,0,0,0
361,Palustrine Emergent Wetland to Evergreen Forest,0,0,0
362,Palustrine Emergent Wetland to Mixed Forest,0,0,0
363,Palustrine Emergent Wetland to Scrub/Shrub,0,0,0
364,Palustrine Emergent Wetland to Palustrine Forested Wetland,106,0,80
365,Palustrine Emergent Wetland to Palustrine Scrub/Shrub Wetland,24,0,184
366,Palustrine Emergent Wetland to Palustrine Emergent Wetland,2869,1110,3877
367,Palustrine Emergent Wetland to Estuarine Forested Wetland,0,0,0
368,Palustrine Emergent Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
369,Palustrine Emergent Wetland to Estuarine Emergent Wetland,0,0,0
370,Palustrine Emergent Wetland to Unconsolidated Shore,1,0,0
371,Palustrine Emergent Wetland to Bare Land,6,0,1
372,Palustrine Emergent Wetland to Water,2,0,5
373,Palustrine Emergent Wetland to Palustrine Aquatic Bed,0,0,0
374,Palustrine Emergent Wetland to Estuarine Aquatic Bed,0,0,0
375,Palustrine Emergent Wetland to Tundra,0,0,0
376,Palustrine Emergent Wetland to Snow/Ice,0,0,0
377,Estuarine Forested Wetland to Unclassified,0,0,0
378,Estuarine Forested Wetland to High Intensity Developed,0,0,0
379,Estuarine Forested Wetland to Medium Intensity Developed,0,0,0
380,Estuarine Forested Wetland to Low Intensity Developed,0,0,0
381,Estuarine Forested Wetland to Developed Open Space,0,0,0
382,Estuarine Forested Wetland to Cultivated,0,0,0
383,Estuarine Forested Wetland to Pasture/Hay,0,0,0
384,Estuarine Forested Wetland to Grassland,0,0,0
385,Estuarine Forested Wetland to Deciduous Forest,0,0,0
386,Estuarine Forested Wetland to Evergreen Forest,0,0,0
387,Estuarine Forested Wetland to Mixed Forest,0,0,0
388,Estuarine Forested Wetland to Scrub/Shrub,0,0,0
389,Estuarine Forested Wetland to Palustrine Forested Wetland,0,0,0
390,Estuarine Forested Wetland to Palustrine Scrub/Shrub Wetland,0,0,0
391,Estuarine Forested Wetland to Palustrine Emergent Wetland,0,0,0
392,Estuarine Forested Wetland to Estuarine Forested Wetland,0,0,0
393,Estuarine Forested Wetland to Estuarine Scrub/Shrub Wetland,0,0,0
394,Estuarine Forested Wetland to Estuarine Emergent Wetland,0,0,0
395,Estuarine Forested Wetland to Unconsolidated Shore,0,0,0
396,Estuarine Forested Wetland to Bare Land,0,0,0
397,Estuarine Forested Wetland to Water,0,0,0
398,Estuarine Forested Wetland to Palustrine Aquatic Bed,0,0,0
399,Estuarine Forested Wetland to Estuarine Aquatic Bed,0,0,0
400,Estuarine Forested Wetland to Tundra,0,0,0
401,Estuarine Forested Wetland to Snow/Ice,0,0,0
402,Estuarine Scrub/Shrub Wetland to Unclassified,0,0,0
403,Estuarine Scrub/Shrub Wetland to High Intensity Developed,0,0,0
404,Estuarine Scrub/Shrub Wetland to Medium Intensity Developed,0,0,1
405,Estuarine Scrub/Shrub Wetland to Low Intensity Developed,0,0,2
406,Estuarine Scrub/Shrub Wetland to Developed Open Space,0,0,7
407,Estuarine Scrub/Shrub Wetland to Cultivated,0,0,0
408,Estuarine Scrub/Shrub Wetland to Pasture/Hay,0,0,0
409,Estuarine Scrub/Shrub Wetland to Grassland,0,0,0
410,Estuarine Scrub/Shrub Wetland to Deciduous Forest,0,0,0
411,Estuarine Scrub/Shrub Wetland to Evergreen Forest,0,0,0
412,Estuarine Scrub/Shrub Wetland to Mixed Forest,0,0,0
413,Estuarine Scrub/Shrub Wetland to Scrub/Shrub,0,0,0
414,Estuarine Scrub/Shrub Wetland to Palustrine Forested Wetland,0,0,0
415,Estuarine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,0,0,0
416,Estuarine Scrub/Shrub Wetland to Palustrine Emergent Wetland,0,0,0
417,Estuarine Scrub/Shrub Wetland to Estuarine Forested Wetland,1,0,12
418,Estuarine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,518,100,787
419,Estuarine Scrub/Shrub Wetland to Estuarine Emergent Wetland,1,0,6
420,Estuarine Scrub/Shrub Wetland to Unconsolidated Shore,0,0,0
421,Estuarine Scrub/Shrub Wetland to Bare Land,0,0,1
422,Estuarine Scrub/Shrub Wetland to Water,1,0,0
423,Estuarine Scrub/Shrub Wetland to Palustrine Aquatic Bed,0,0,0
424,Estuarine Scrub/Shrub Wetland to Estuarine Aquatic Bed,0,0,0
425,Estuarine Scrub/Shrub Wetland to Tundra,0,0,0
426,Estuarine Scrub/Shrub Wetland to Snow/Ice,0,0,0
427,Estuarine Emergent Wetland to Unclassified,0,0,0
428,Estuarine Emergent Wetland to High Intensity Developed,0,0,10
429,Estuarine Emergent Wetland to Medium Intensity Developed,1,0,45
430,Estuarine Emergent Wetland to Low Intensity Developed,2,0,142
431,Estuarine Emergent Wetland to Developed Open Space,25,0,141
432,Estuarine Emergent Wetland to Cultivated,0,0,0
433,Estuarine Emergent Wetland to Pasture/Hay,0,0,0
434,Estuarine Emergent Wetland to Grassland,1,0,2
435,Estuarine Emergent Wetland to Deciduous Forest,0,0,0
436,Estuarine Emergent Wetland to Evergreen Forest,0,0,0
437,Estuarine Emergent Wetland to Mixed Forest,0,0,0
438,Estuarine Emergent Wetland to Scrub/Shrub,0,0,0
439,Estuarine Emergent Wetland to Palustrine Forested Wetland,0,0,0
440,Estuarine Emergent Wetland to Palustrine Scrub/Shrub Wetland,0,0,0
441,Estuarine Emergent Wetland to Palustrine Emergent Wetland,0,0,0
442,Estuarine Emergent Wetland to Estuarine Forested Wetland,7,0,11
443,Estuarine Emergent Wetland to Estuarine Scrub/Shrub Wetland,28,0,18
444,Estuarine Emergent Wetland to Estuarine Emergent Wetland,35708,8829,12756
445,Estuarine Emergent Wetland to Unconsolidated Shore,4,0,0
446,Estuarine Emergent Wetland to Bare Land,17,0,13
447,Estuarine Emergent Wetland to Water,9,20,0
448,Estuarine Emergent Wetland to Palustrine Aquatic Bed,0,0,0
449,Estuarine Emergent Wetland to Estuarine Aquatic Bed,0,0,0
450,Estuarine Emergent Wetland to Tundra,0,0,0
451,Estuarine Emergent Wetland to Snow/Ice,0,0,0
452,Unconsolidated Shore to Unclassified,0,0,0
453,Unconsolidated Shore to High Intensity Developed,7,0,13
454,Unconsolidated Shore to Medium Intensity Developed,7,1,55
455,Unconsolidated Shore to Low Intensity Developed,6,2,53
456,Unconsolidated Shore to Developed Open Space,6,1,12
457,Unconsolidated Shore to Cultivated,0,0,0
458,Unconsolidated Shore to Pasture/Hay,0,0,0
459,Unconsolidated Shore to Grassland,1,0,0
460,Unconsolidated Shore to Deciduous Forest,0,0,0
461,Unconsolidated Shore to Evergreen Forest,0,0,0
462,Unconsolidated Shore to Mixed Forest,0,0,0
463,Unconsolidated Shore to Scrub/Shrub,0,0,0
464,Unconsolidated Shore to Palustrine Forested Wetland,0,0,0
465,Unconsolidated Shore to Palustrine Scrub/Shrub Wetland,0,0,1
466,Unconsolidated Shore to Palustrine Emergent Wetland,0,0,7
467,Unconsolidated Shore to Estuarine Forested Wetland,0,0,0
468,Unconsolidated Shore to Estuarine Scrub/Shrub Wetland,0,0,0
469,Unconsolidated Shore to Estuarine Emergent Wetland,2,0,0
470,Unconsolidated Shore to Unconsolidated Shore,1978,836,3430
471,Unconsolidated Shore to Bare Land,116,0,29
472,Unconsolidated Shore to Water,12,10,37
473,Unconsolidated Shore to Palustrine Aquatic Bed,0,0,0
474,Unconsolidated Shore to Estuarine Aquatic Bed,0,0,0
475,Unconsolidated Shore to Tundra,0,0,0
476,Unconsolidated Shore to Snow/Ice,0,0,0
477,Bare Land to Unclassified,0,0,0
478,Bare Land to High Intensity Developed,6,0,95
479,Bare Land to Medium Intensity Developed,28,7,121
480,Bare Land to Low Intensity Developed,22,13,253
481,Bare Land to Developed Open Space,1,1,131
482,Bare Land to Cultivated,0,0,0
483,Bare Land to Pasture/Hay,0,0,0
484,Bare Land to Grassland,3,0,6
485,Bare Land to Deciduous Forest,0,0,0
