OBJECTID,Class_Name,LANS,MSJC,MSSH
486,Bare Land to Evergreen Forest,0,0,0
487,Bare Land to Mixed Forest,0,0,0
488,Bare Land to Scrub/Shrub,0,69,117
489,Bare Land to Palustrine Forested Wetland,0,0,2
490,Bare Land to Palustrine Scrub/Shrub Wetland,0,59,44
491,Bare Land to Palustrine Emergent Wetland,0,38,15
492,Bare Land to Estuarine Forested Wetland,0,0,0
493,Bare Land to Estuarine Scrub/Shrub Wetland,0,0,0
494,Bare Land to Estuarine Emergent Wetland,0,0,0
495,Bare Land to Unconsolidated Shore,0,0,0
496,Bare Land to Bare Land,0,2966,1269
497,Bare Land to Water,0,0,0
498,Bare Land to Palustrine Aquatic Bed,0,0,0
499,Bare Land to Estuarine Aquatic Bed,0,0,0
500,Bare Land to Tundra,0,0,0
501,Bare Land to Snow/Ice,0,0,0
502,Water to Unclassified,0,0,0
503,Water to High Intensity Developed,0,0,0
504,Water to Medium Intensity Developed,0,0,4
505,Water to Low Intensity Developed,0,1,4
506,Water to Developed Open Space,0,5,18
507,Water to Cultivated,0,0,0
508,Water to Pasture/Hay,0,0,0
509,Water to Grassland,0,0,0
510,Water to Deciduous Forest,0,0,0
511,Water to Evergreen Forest,0,0,0
512,Water to Mixed Forest,0,0,0
513,Water to Scrub/Shrub,0,0,0
514,Water to Palustrine Forested Wetland,0,0,0
515,Water to Palustrine Scrub/Shrub Wetland,0,0,0
516,Water to Palustrine Emergent Wetland,0,0,0
517,Water to Estuarine Forested Wetland,0,0,0
518,Water to Estuarine Scrub/Shrub Wetland,0,0,0
519,Water to Estuarine Emergent Wetland,0,0,0
520,Water to Unconsolidated Shore,0,5,80
521,Water to Bare Land,0,0,0
522,Water to Water,43,53521,36480
523,Water to Palustrine Aquatic Bed,0,0,0
524,Water to Estuarine Aquatic Bed,0,0,0
525,Water to Tundra,0,0,0
526,Water to Snow/Ice,0,0,0
527,Palustrine Aquatic Bed to Unclassified,0,0,0
528,Palustrine Aquatic Bed to High Intensity Developed,0,0,0
529,Palustrine Aquatic Bed to Medium Intensity Developed,0,0,0
530,Palustrine Aquatic Bed to Low Intensity Developed,0,0,0
531,Palustrine Aquatic Bed to Developed Open Space,0,0,1
532,Palustrine Aquatic Bed to Cultivated,0,0,0
533,Palustrine Aquatic Bed to Pasture/Hay,0,0,0
534,Palustrine Aquatic Bed to Grassland,0,0,0
535,Palustrine Aquatic Bed to Deciduous Forest,0,0,0
536,Palustrine Aquatic Bed to Evergreen Forest,0,0,0
537,Palustrine Aquatic Bed to Mixed Forest,0,0,0
538,Palustrine Aquatic Bed to Scrub/Shrub,0,0,0
539,Palustrine Aquatic Bed to Palustrine Forested Wetland,0,0,0
540,Palustrine Aquatic Bed to Palustrine Scrub/Shrub Wetland,0,0,0
541,Palustrine Aquatic Bed to Palustrine Emergent Wetland,0,0,0
542,Palustrine Aquatic Bed to Estuarine Forested Wetland,0,0,0
543,Palustrine Aquatic Bed to Estuarine Scrub/Shrub Wetland,0,0,0
544,Palustrine Aquatic Bed to Estuarine Emergent Wetland,0,0,0
545,Palustrine Aquatic Bed to Unconsolidated Shore,0,0,0
546,Palustrine Aquatic Bed to Bare Land,0,0,0
547,Palustrine Aquatic Bed to Water,0,0,0
548,Palustrine Aquatic Bed to Palustrine Aquatic Bed,0,128,6
549,Palustrine Aquatic Bed to Estuarine Aquatic Bed,0,0,0
550,Palustrine Aquatic Bed to Tundra,0,0,0
551,Palustrine Aquatic Bed to Snow/Ice,0,0,0
552,Estuarine Aquatic Bed to Unclassified,0,0,0
553,Estuarine Aquatic Bed to High Intensity Developed,0,0,0
554,Estuarine Aquatic Bed to Medium Intensity Developed,0,0,1
555,Estuarine Aquatic Bed to Low Intensity Developed,0,0,0
556,Estuarine Aquatic Bed to Developed Open Space,0,0,0
557,Estuarine Aquatic Bed to Cultivated,0,0,0
558,Estuarine Aquatic Bed to Pasture/Hay,0,0,0
559,Estuarine Aquatic Bed to Grassland,0,0,0
560,Estuarine Aquatic Bed to Deciduous Forest,0,0,0
561,Estuarine Aquatic Bed to Evergreen Forest,0,0,0
562,Estuarine Aquatic Bed to Mixed Forest,0,0,0
563,Estuarine Aquatic Bed to Scrub/Shrub,0,0,0
564,Estuarine Aquatic Bed to Palustrine Forested Wetland,0,0,0
565,Estuarine Aquatic Bed to Palustrine Scrub/Shrub Wetland,0,0,0
566,Estuarine Aquatic Bed to Palustrine Emergent Wetland,0,0,0
567,Estuarine Aquatic Bed to Estuarine Forested Wetland,0,0,0
568,Estuarine Aquatic Bed to Estuarine Scrub/Shrub Wetland,0,0,0
569,Estuarine Aquatic Bed to Estuarine Emergent Wetland,0,0,0
570,Estuarine Aquatic Bed to Unconsolidated Shore,0,0,0
571,Estuarine Aquatic Bed to Bare Land,0,0,0
572,Estuarine Aquatic Bed to Water,0,0,0
573,Estuarine Aquatic Bed to Palustrine Aquatic Bed,0,0,0
574,Estuarine Aquatic Bed to Estuarine Aquatic Bed,0,37,32
